Time,DistanceMeters,Cadence,SpeedKPH,Watts,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,HeartRate
2019-08-25T18:11:16.000Z,53537.5,98,5.701000213623047,194,48.94045731984079,-122.81213225796819,18.399999618530273,126
2019-08-25T18:11:17.000Z,53543.19140625,101,5.682000160217285,235,48.94045488908887,-122.81205330044031,18.399999618530273,126
2019-08-25T18:11:18.000Z,53548.94921875,91,5.765999794006348,269,48.94045396707952,-122.81197560019791,18.200000762939453,126
2019-08-25T18:11:19.000Z,53554.73828125,98,5.784999847412109,191,48.94045379944146,-122.81189722940326,18.200000762939453,126
2019-08-25T18:11:20.000Z,53560.51953125,96,5.776000022888184,221,48.940454721450806,-122.81181827187538,18.399999618530273,126
2019-08-25T18:11:21.000Z,53566.28125,96,5.765999794006348,220,48.94045296125114,-122.81173805706203,18.399999618530273,126
2019-08-25T18:11:22.000Z,53572.01171875,97,5.729000091552734,213,48.940452709794044,-122.81165968626738,18.399999618530273,127
2019-08-25T18:11:23.000Z,53577.69921875,94,5.691999912261963,222,48.940451201051474,-122.81158064492047,18.600000381469727,127
2019-08-25T18:11:24.000Z,53583.359375,95,5.664000034332275,240,48.94045061431825,-122.81150168739259,18.600000381469727,127
2019-08-25T18:11:25.000Z,53589.0,95,5.636000156402588,244,48.940449357032776,-122.81142549589276,18.600000381469727,128
2019-08-25T18:11:26.000Z,53594.51953125,94,5.52400016784668,236,48.940447429195046,-122.81135148368776,18.600000381469727,128
2019-08-25T18:11:27.000Z,53599.96875,91,5.440000057220459,248,48.94044675864279,-122.81129063107073,18.799999237060547,129
2019-08-25T18:11:28.000Z,53605.30078125,89,5.328000068664551,239,48.9404465071857,-122.81121578067541,18.799999237060547,130
2019-08-25T18:11:29.000Z,53610.62109375,92,5.328000068664551,393,48.94044382497668,-122.81114151701331,19.0,130
2019-08-25T18:11:30.000Z,53616.12890625,92,5.513999938964844,429,48.940441478043795,-122.81104906462133,19.0,131
2019-08-25T18:11:31.000Z,53621.890625,96,5.748000144958496,285,48.940441561862826,-122.81098695471883,19.399999618530273,131
2019-08-25T18:11:32.000Z,53627.66015625,95,5.776000022888184,220,48.940439969301224,-122.81089290976524,19.600000381469727,132
2019-08-25T18:11:33.000Z,53633.4609375,99,5.794000148773193,269,48.94043737091124,-122.81081353314221,19.799999237060547,132
2019-08-25T18:11:34.000Z,53639.28125,99,5.831999778747559,217,48.94043745473027,-122.81075125560164,19.799999237060547,133
2019-08-25T18:11:35.000Z,53645.1796875,98,5.896999835968018,107,48.94043871201575,-122.81066056340933,20.0,134
2019-08-25T18:11:36.000Z,53651.01171875,80,5.822000026702881,2,48.94043787382543,-122.8105841204524,20.0,134
2019-08-25T18:11:37.000Z,53656.69921875,60,5.701000213623047,1,48.94043426960707,-122.81050491146743,20.0,135
2019-08-25T18:11:38.000Z,53662.3515625,39,5.644999980926514,1,48.94043259322643,-122.810432408005,20.200000762939453,135
2019-08-25T18:11:39.000Z,53667.921875,0,5.570000171661377,81,48.94043385051191,-122.81035730615258,20.200000762939453,135
2019-08-25T18:11:40.000Z,53673.48046875,37,5.560999870300293,82,48.94043426960707,-122.81028077937663,20.600000381469727,136
2019-08-25T18:11:41.000Z,53679.2890625,92,5.813000202178955,258,48.94043385051191,-122.81020215712488,20.600000381469727,136
2019-08-25T18:11:42.000Z,53685.26953125,99,5.980999946594238,193,48.94043100066483,-122.81012060120702,20.799999237060547,136
2019-08-25T18:11:43.000Z,53691.46875,102,6.204999923706055,221,48.94043041393161,-122.81003686599433,20.799999237060547,137
2019-08-25T18:11:44.000Z,53697.75,79,6.28000020980835,14,48.94042965956032,-122.8099519573152,20.799999237060547,137
2019-08-25T18:11:45.000Z,53703.94140625,61,6.185999870300293,0,48.940428234636784,-122.80988330952823,20.799999237060547,137
2019-08-25T18:11:46.000Z,53710.01171875,41,6.065000057220459,0,48.94042622298002,-122.80978289432824,21.0,137
2019-08-25T18:11:47.000Z,53715.921875,0,5.915999889373779,0,48.94042471423745,-122.80970066785812,20.799999237060547,137
2019-08-25T18:11:48.000Z,53721.71875,29,5.794000148773193,0,48.940425384789705,-122.80962062068284,21.0,138
2019-08-25T18:11:49.000Z,53727.37109375,33,5.6539998054504395,1,48.940424462780356,-122.80954183079302,20.799999237060547,138
2019-08-25T18:11:50.000Z,53733.03125,33,5.6539998054504395,56,48.94042127765715,-122.80946488492191,21.0,137
2019-08-25T18:11:51.000Z,53738.44921875,0,5.421000003814697,56,48.94041633233428,-122.80939171090722,20.799999237060547,137
2019-08-25T18:11:52.000Z,53743.7109375,45,5.263000011444092,56,48.94041306339204,-122.80931795015931,20.600000381469727,137
2019-08-25T18:11:53.000Z,53749.171875,82,5.458000183105469,312,48.94041423685849,-122.80924485996366,20.799999237060547,137
2019-08-25T18:11:54.000Z,53754.78125,93,5.617000102996826,260,48.940414069220424,-122.80916766263545,20.600000381469727,137
